guid,user_dirs,lite_or_pro,projects_count,sessions_count,active_days,first_activity,last_activity,inactive_hours_till_2026_02_24_end,left_more_than_1_day,top_sites,top_themes,main_operations,edit_versions_avg,unique_action_pairs,top_error_category,top_error_count,last_error_category,last_error_time,stop_points,level,confidence_pct,score,occupation_in_zennoposter,what_works,what_not_works,characteristic
4c833fe8-4bcc-4bd3-918c-40ad5738e7be,User 282,pro,3,3,3,2026-02-22 10:56:00,2026-02-24 18:38:20,5.4,no,"energy-systems.ru, auth2.bitrix24.net, energysystem.bitrix24.ru, energy-laboratory.ru","Соцсети, Регистрация/аккаунты","Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",56.00,40,—,0,—,,итеративная отладка/стабильность,продвинутый,70.8,12.15,"Соцсети / Регистрация/аккаунты; чаще работает с сайтами: energy-systems.ru, auth2.bitrix24.net, energysystem.bitrix24.ru",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети / Регистрация/аккаунты. Основные сайты: energy-systems.ru, auth2.bitrix24.net, energysystem.bitrix24.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
f07d70ff-f380-4279-8ebf-6098694786ee,"User 289, User 326",pro,3,8,2,2026-02-16 15:15:00,2026-02-17 16:24:00,175.6,yes,instagram.com,"Регистрация/аккаунты, Соцсети","Прокси/профили/эмуляция, Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",20.67,28,—,0,—,,итеративная отладка/стабильность,продвинутый,83.2,12.55,Регистрация/аккаунты / Соцсети; чаще работает с сайтами: instagram.com,работает с прокси/профилями; подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты / Соцсети. Основные сайты: instagram.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
6de34845-869a-4763-a193-c81b82bb0c5e,User 293,lite,3,1,1,2026-02-19 19:12:21,2026-02-19 19:46:41,124.2,yes,"bing.com, fragment.com, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Прокси/профили/эмуляция, Формы/клики/DOM, Логика/ретраи",4.00,14,Executing action ImageProcessing id: <id> Action Group id: <id> Error loading image,2,Executing action ImageProcessing id: <id> Action Group id: <id> Error loading image,,Executing action ImageProcessing id: <id> Action Group id: <id> Error loading image,новичок,72.5,3.05,"Регистрация/аккаунты; чаще работает с сайтами: bing.com, fragment.com, rc.zennoposter.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: executing action imageprocessing id: <id> action group id: <id> error loading image,"Занимается: Регистрация/аккаунты. Основные сайты: bing.com, fragment.com, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
7b58fb29-6084-4466-841a-6f605e7824e0,User 297,pro,3,6,2,2026-02-23 08:27:00,2026-02-24 07:34:19,16.4,no,"yandex.ru, krasnoyarsk.erobodio.ru",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",17.33,21,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",2,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска",продвинутый,76.9,10.42,"Регистрация/аккаунты; чаще работает с сайтами: yandex.ru, krasnoyarsk.erobodio.ru",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,"чаще всего стопорится на: выполнение действия htmlelement id: <id> группы действий id: <id> не найден html элемент, по условиям поиска","Занимается: Регистрация/аккаунты. Основные сайты: yandex.ru, krasnoyarsk.erobodio.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
1cea12de-5d81-42cc-89b4-441c769f7758,User 303,pro,3,1,3,2026-02-18 07:42:57,2026-02-20 12:54:32,107.1,yes,"yandex.ru, sezar-group.ru, cg-masters.ru, zhk-id-petrogradskaya-spb-i.cian.ru, zhk-praym-park-i.cian.ru","Регистрация/аккаунты, Лидогенерация/арбитраж","Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",22.00,30,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,3,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,2026-02-19 13:14:58.249723,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,продвинутый,64.2,10.75,"Регистрация/аккаунты / Лидогенерация/арбитраж; чаще работает с сайтами: yandex.ru, sezar-group.ru, cg-masters.ru",уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: парсинг страницы действия id: <id> группы действий id: <id> не найдены элементы по заданным параметрам,"Занимается: Регистрация/аккаунты / Лидогенерация/арбитраж. Основные сайты: yandex.ru, sezar-group.ru, cg-masters.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
49487bcc-7828-4c0d-a2f8-73c4c4dc1a6c,User 319,pro,3,7,5,2026-02-19 09:36:56.451186,2026-02-24 13:25:53,10.6,no,"rusdate.net, m.fotostrana.ru, mail.ru, m.vk.com, e.mail.ru",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",26.33,26,Выполнение действия List id: <id> группы действий id: <id> Список пуст | System.Exception: Список пуст,1,Выполнение действия List id: <id> группы действий id: <id> Список пуст | System.Exception: Список пуст,,Выполнение действия List id: <id> группы действий id: <id> Список пуст | System.Exception: Список пуст,продвинутый,84.2,11.05,"Регистрация/аккаунты; чаще работает с сайтами: rusdate.net, m.fotostrana.ru, mail.ru",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: выполнение действия list id: <id> группы действий id: <id> список пуст | system.exception: список пуст,"Занимается: Регистрация/аккаунты. Основные сайты: rusdate.net, m.fotostrana.ru, mail.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
573689a1-9a0d-4152-a4e0-825c47b316c2,User 323,pro,3,4,4,2026-02-19 11:57:20,2026-02-24 20:13:46,3.8,no,"prepaid.t-mobile.com, whoer.net, wittyswine.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",27.33,49,—,0,—,,итеративная отладка/стабильность,продвинутый,65.8,13.35,"Регистрация/аккаунты; чаще работает с сайтами: prepaid.t-mobile.com, whoer.net, wittyswine.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: prepaid.t-mobile.com, whoer.net, wittyswine.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
925e91b2-2033-41f1-8992-580c629b188a,User 336,pro,3,1,3,2026-02-21 10:06:48.417118,2026-02-24 16:25:46.558459,7.6,no,antology-xviii.spb.ru,Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Логика/ретраи",14.00,28,—,0,—,,итеративная отладка/стабильность,средний,53.5,8.85,Регистрация/аккаунты; чаще работает с сайтами: antology-xviii.spb.ru,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: antology-xviii.spb.ru. Стиль: точечно, небольшим числом проектов. Уровень: средний."
15711f73-cb38-4e43-ba88-86b73e475cca,User 343,lite,3,2,1,2026-02-24 19:39:00,2026-02-24 20:09:56.885549,3.8,no,"translate.google.com, rc.zennoposter.com",Регистрация/аккаунты,"Прочие действия, Формы/клики/DOM, Логика/ретраи, Прокси/профили/эмуляция",18.67,7,—,0,—,,итеративная отладка/стабильность,средний,62.7,6.08,"Регистрация/аккаунты; чаще работает с сайтами: translate.google.com, rc.zennoposter.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: translate.google.com, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
977786f2-6f63-4c6e-92c6-37c3f23ebe09,User 350,pro,3,7,3,2026-02-21 00:24:00,2026-02-23 18:40:00,29.3,yes,yandex.ru,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",26.67,31,—,0,—,,итеративная отладка/стабильность,продвинутый,78.8,12.75,Регистрация/аккаунты; чаще работает с сайтами: yandex.ru,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: yandex.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
b6dcfd55-8338-41f3-aed6-f1254b3032ae,User 372,pro,3,2,4,2026-02-18 13:34:53,2026-02-24 12:40:14.288407,11.3,no,"google.com, polkas.pl, tackle-deals.eu, panel1.freshcore.pl, browserleaks.com","Регистрация/аккаунты, Лидогенерация/арбитраж","Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",9.67,40,Executing action CSharp OwnCode: zaytatanie czy mamy jeszcze cos do sprawdzenia.id: <id> action group id: <id> [Row: 18; Column: 1] Brak zad,1,Executing action CSharp OwnCode: zaytatanie czy mamy jeszcze cos do sprawdzenia.id: <id> action group id: <id> [Row: 18; Column: 1] Brak zad,,Executing action CSharp OwnCode: zaytatanie czy mamy jeszcze cos do sprawdzenia.id: <id> action group id: <id> [Row: 18; Column: 1] Brak zad,продвинутый,61.4,9.88,"Регистрация/аккаунты / Лидогенерация/арбитраж; чаще работает с сайтами: google.com, polkas.pl, tackle-deals.eu",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: executing action csharp owncode: zaytatanie czy mamy jeszcze cos do sprawdzenia.id: <id> action group id: <id> [row: 18; column: 1] brak zad,"Занимается: Регистрация/аккаунты / Лидогенерация/арбитраж. Основные сайты: google.com, polkas.pl, tackle-deals.eu. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
unknown::User 387,User 387,pro,3,1,1,2026-02-24 14:18:00,2026-02-24 14:18:00,9.7,no,,Служебная автоматизация,Прочие действия,0.00,0,—,0,—,,без явного стоп-фактора,новичок,72.5,0.85,Служебная автоматизация; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,явных повторяющихся runtime-ошибок мало,"Занимается: Служебная автоматизация. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
bdc0f424-822b-4e6e-bc4b-4ed2e7c0c028,User 472,pro,3,1,1,2026-02-24 01:54:14,2026-02-24 14:08:55,9.9,no,"att.com, signin.att.com, claimform.amexantitrust.com, oidc.idp.clogin.att.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",23.33,27,—,0,—,,итеративная отладка/стабильность,продвинутый,62.8,10.55,"Регистрация/аккаунты; чаще работает с сайтами: att.com, signin.att.com, claimform.amexantitrust.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: att.com, signin.att.com, claimform.amexantitrust.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
5af5f4cb-a817-46b9-b309-84fa4008a7cd,User 485,lite,3,2,1,2026-02-24 01:17:00,2026-02-24 01:27:16.354624,22.5,no,"tango.me, rc.zennoposter.com",Регистрация/аккаунты,"Прочие действия, Прокси/профили/эмуляция, Навигация по сайтам",5.00,3,—,0,—,,без явного стоп-фактора,новичок,75.5,2.95,"Регистрация/аккаунты; чаще работает с сайтами: tango.me, rc.zennoposter.com",работает с прокси/профилями,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: tango.me, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
89b497d6-5d43-4f7c-8106-defd733c09fa,User 488,pro,3,2,2,2026-02-20 19:37:29.845448,2026-02-24 22:06:08,1.9,no,,Соцсети,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Логика/ретраи",40.33,40,Выполнение действия Db id: <id> группы действий id: <id> You have an error in your SQL syntax; check the manual that corresponds to your MyS,3,Выполнение действия Db id: <id> группы действий id: <id> You have an error in your SQL syntax; check the manual that corresponds to your MyS,,Выполнение действия Db id: <id> группы действий id: <id> You have an error in your SQL syntax; check the manual that corresponds to your MyS,продвинутый,64.5,12.65,Соцсети; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: выполнение действия db id: <id> группы действий id: <id> you have an error in your sql syntax; check the manual that corresponds to your mys,"Занимается: Соцсети. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
ea66e536-8377-4d3c-87c3-1a49c1510ac3,User 543,lite,3,4,2,2026-02-20 14:33:22,2026-02-21 20:05:47.998486,75.9,yes,"accounts.google.com, youtube.com, google.com, auth.capmonster.cloud, lessons.zennolab.com","Лидогенерация/арбитраж, Регистрация/аккаунты","Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",73.67,22,—,0,—,,итеративная отладка/стабильность,продвинутый,63.8,9.35,"Лидогенерация/арбитраж / Регистрация/аккаунты; чаще работает с сайтами: accounts.google.com, youtube.com, google.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Лидогенерация/арбитраж / Регистрация/аккаунты. Основные сайты: accounts.google.com, youtube.com, google.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
8c6a3f1e-957b-47a4-85d8-1ec58c324f19,User 560,pro,3,8,4,2026-02-17 17:43:00,2026-02-24 20:15:00,3.7,no,2ip.ru,"Регистрация/аккаунты, Соцсети","Парсинг/валидация, Формы/клики/DOM, HTTP/API запросы, Логика/ретраи",5.00,33,—,0,—,,без явного стоп-фактора,продвинутый,76.5,9.45,Регистрация/аккаунты / Соцсети; чаще работает с сайтами: 2ip.ru,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты / Соцсети. Основные сайты: 2ip.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
43892474-1619-4984-aa3f-8fdbc793bdcd,User 567,pro,3,1,8,2026-02-16 17:17:00,2026-02-23 07:13:07.665021,40.8,yes,"gemini.google.com, stripe.perplexity.ai, perplexity.ai, accounts.google.com, google.com","Регистрация/аккаунты, Лидогенерация/арбитраж","Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets, Парсинг/валидация",29.00,44,Captcha/anti-bot,1,Captcha/anti-bot,,Captcha/anti-bot,продвинутый,56.8,13.35,"Регистрация/аккаунты / Лидогенерация/арбитраж; чаще работает с сайтами: gemini.google.com, stripe.perplexity.ai, perplexity.ai",подключает API/HTTP; ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: captcha/anti-bot,"Занимается: Регистрация/аккаунты / Лидогенерация/арбитраж. Основные сайты: gemini.google.com, stripe.perplexity.ai, perplexity.ai. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
3dab859c-1aab-4a61-a96d-8596da93427d,User 57,pro,3,7,3,2026-02-20 04:31:00,2026-02-23 19:31:55.432833,28.5,yes,gayxnow.com,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",23.67,28,—,0,—,,итеративная отладка/стабильность,продвинутый,84.8,11.85,Регистрация/аккаунты; чаще работает с сайтами: gayxnow.com,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: gayxnow.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
65d17a33-9893-48f6-911a-76628e4d65be,User 570,pro,3,26,7,2026-02-16 15:40:05,2026-02-23 22:13:00,25.8,yes,"ads.google.com, accounts.google.com, client.cardinaltrusted.com, data.inpi.fr, tilda.cc","Регистрация/аккаунты, Лидогенерация/арбитраж, Google Sheets/отчетность","Логика/ретраи, Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",30.00,57,—,0,—,,итеративная отладка/стабильность,профессионал,87.3,15.85,"Регистрация/аккаунты / Лидогенерация/арбитраж; чаще работает с сайтами: ads.google.com, accounts.google.com, client.cardinaltrusted.com",ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты / Лидогенерация/арбитраж. Основные сайты: ads.google.com, accounts.google.com, client.cardinaltrusted.com. Стиль: точечно, небольшим числом проектов. Уровень: профессионал."
df81331a-2169-45e0-9fdf-5e263412dd05,User 581,lite,3,3,2,2026-02-19 19:30:29.671223,2026-02-20 18:16:44,101.7,yes,"m.vk.com, rc.zennoposter.com",Регистрация/аккаунты,"Прочие действия, Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",4.67,13,—,0,—,,без явного стоп-фактора,новичок,78.5,4.08,"Регистрация/аккаунты; чаще работает с сайтами: m.vk.com, rc.zennoposter.com",ведет учет в таблицах; уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: m.vk.com, rc.zennoposter.com. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
b7b17e6c-b70f-4fb9-a73c-cceac9c747be,User 600,pro,3,1,3,2026-02-18 11:39:00,2026-02-20 06:13:46,113.8,yes,"browserleaks.com, wildberries.ru, 2ip.ru, yandex.ru, sso.ya.ru","Регистрация/аккаунты, Соцсети","HTTP/API запросы, Прокси/профили/эмуляция, Навигация по сайтам, Формы/клики/DOM",9.00,22,Null reference,1,Null reference,,Null reference,средний,60.8,7.75,"Регистрация/аккаунты / Соцсети; чаще работает с сайтами: browserleaks.com, wildberries.ru, 2ip.ru",работает с прокси/профилями; подключает API/HTTP; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: null reference,"Занимается: Регистрация/аккаунты / Соцсети. Основные сайты: browserleaks.com, wildberries.ru, 2ip.ru. Стиль: точечно, небольшим числом проектов. Уровень: средний."
0a8543ef-5cf7-48c6-8e5b-684cd97513e2,User 627,lite,3,2,1,2026-02-24 17:45:40,2026-02-24 18:25:17,5.6,no,"instagram.com, google.com, facebook.com, rc.zennoposter.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",38.67,5,Server 500,3,Server 500,,Server 500,средний,63.2,6.15,"Регистрация/аккаунты; чаще работает с сайтами: instagram.com, google.com, facebook.com",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: server 500,"Занимается: Регистрация/аккаунты. Основные сайты: instagram.com, google.com, facebook.com. Стиль: точечно, небольшим числом проектов. Уровень: средний."
ed9c532b-2d91-4210-bd6f-21965dcf24ca,User 635,pro,3,3,3,2026-02-19 14:13:00,2026-02-22 09:52:05.983802,62.1,yes,"holod-sergey.betyatribot.online, 2gis.ru","Регистрация/аккаунты, Лидогенерация/арбитраж","Навигация по сайтам, Формы/клики/DOM, Логика/ретраи, HTTP/API запросы",15.67,26,Argument error,2,Argument error,,Argument error,продвинутый,60.4,9.28,"Регистрация/аккаунты / Лидогенерация/арбитраж; чаще работает с сайтами: holod-sergey.betyatribot.online, 2gis.ru",подключает API/HTTP; уверенно автоматизирует формы и DOM-события,чаще всего стопорится на: argument error,"Занимается: Регистрация/аккаунты / Лидогенерация/арбитраж. Основные сайты: holod-sergey.betyatribot.online, 2gis.ru. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
6de528f9-c731-4d5d-b98c-fa14d8f1f167,User 75,pro,3,3,3,2026-02-22 09:08:35.260685,2026-02-24 13:12:06,10.8,no,"mycloudwallet.com, account.vanbreda.be, login.vanbreda.be, whoer.net, id.vk.com",Регистрация/аккаунты,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция",25.00,23,—,0,—,,итеративная отладка/стабильность,продвинутый,68.8,10.55,"Регистрация/аккаунты; чаще работает с сайтами: mycloudwallet.com, account.vanbreda.be, login.vanbreda.be",работает с прокси/профилями; подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: mycloudwallet.com, account.vanbreda.be, login.vanbreda.be. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
c9348e20-6cab-499f-a6ca-e4426b554e4c,User 9,pro,3,11,6,2026-02-18 02:12:38.655669,2026-02-23 09:59:01.495228,38.0,yes,,"Регистрация/аккаунты, Соцсети, Лидогенерация/арбитраж","HTTP/API запросы, Парсинг/валидация, Логика/ретраи, Формы/клики/DOM",30.67,48,—,0,—,,итеративная отладка/стабильность,профессионал,86.0,15.65,Регистрация/аккаунты / Соцсети; чаще работает с сайтами: без выраженных внешних доменов,подключает API/HTTP; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты / Соцсети. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: профессионал."
83af6a33-8ecb-4422-bb67-698ef78dde81,User 102,pro,2,7,4,2026-02-16 12:36:18.349146,2026-02-20 12:35:00,107.4,yes,,Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",7.00,25,—,0,—,,без явного стоп-фактора,средний,77.7,7.70,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,уверенно автоматизирует формы и DOM-события,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: средний."
a47c6d99-9d9a-4a37-b961-bfeb93e65d1a,"User 109, User 333, User 539",pro,2,4,5,2026-02-17 08:07:08.560004,2026-02-21 11:43:08.355837,84.3,yes,"login.migros.ch, migros.ch, account.migros.ch, sso.eu.edenred.io, inclave.com","Лидогенерация/арбитраж, Регистрация/аккаунты","Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция",28.50,38,"Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error""",2,"Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error""",,"Выполнение действия CSharp OwnCode: Anymessage get. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 4] Ошибка API: {""status"":""error""",продвинутый,68.7,12.70,"Лидогенерация/арбитраж / Регистрация/аккаунты; чаще работает с сайтами: login.migros.ch, migros.ch, account.migros.ch",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,"чаще всего стопорится на: выполнение действия csharp owncode: anymessage get. id: <id> группы действий id: <id> [строка: 25; cтолбец: 4] ошибка api: {""status"":""error""","Занимается: Лидогенерация/арбитраж / Регистрация/аккаунты. Основные сайты: login.migros.ch, migros.ch, account.migros.ch. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
883cec85-ff29-4c37-9532-b818a85b45ca,User 110,pro,2,7,6,2026-02-17 16:30:00,2026-02-22 16:41:00,55.3,yes,"prnews.io, rc.zennoposter.com, radio.bialystok.pl",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи, Парсинг/валидация",13.50,17,—,0,—,,итеративная отладка/стабильность,средний,78.3,7.60,"Регистрация/аккаунты; чаще работает с сайтами: prnews.io, rc.zennoposter.com, radio.bialystok.pl",уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: prnews.io, rc.zennoposter.com, radio.bialystok.pl. Стиль: точечно, небольшим числом проектов. Уровень: средний."
1d34469d-2e7a-403c-9136-bee7094d2f3c,"User 114, User 677",pro,2,18,4,2026-02-21 12:11:00,2026-02-24 15:25:00,8.6,no,"v38faz.paytop.space, olymp-a7-az.xyz, olymp27.casino, redirect.payhost-gate.com, mell5846.com",Регистрация/аккаунты,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",11.50,20,—,0,—,,итеративная отладка/стабильность,средний,75.7,8.90,"Регистрация/аккаунты; чаще работает с сайтами: v38faz.paytop.space, olymp-a7-az.xyz, olymp27.casino",работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Регистрация/аккаунты. Основные сайты: v38faz.paytop.space, olymp-a7-az.xyz, olymp27.casino. Стиль: точечно, небольшим числом проектов. Уровень: средний."
843c3700-d3dd-4a5a-8e3a-0d0c3bb32987,User 117,lite,2,1,1,2026-02-23 21:48:31,2026-02-23 21:50:15.845245,26.2,yes,,Регистрация/аккаунты,Прочие действия,7.00,1,Argument error,3,Argument error,2026-02-23 21:50:15.845245,Argument error,новичок,71.0,2.30,Регистрация/аккаунты; чаще работает с сайтами: без выраженных внешних доменов,делает базовые сценарии навигации,чаще всего стопорится на: argument error,"Занимается: Регистрация/аккаунты. Основные сайты: без выраженных внешних доменов. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
a7e7c21d-ed26-4b46-ba40-f0882e3af8e2,User 12,lite,2,7,3,2026-02-21 19:59:42,2026-02-24 22:35:06.468922,1.4,no,"litecoinfarm.online, litepick.io, omg.adult, signup.live.com, betteradsystem.com","Регистрация/аккаунты, Соцсети","Навигация по сайтам, Таблицы/Google Sheets, Прокси/профили/эмуляция, Логика/ретраи",16.00,15,Running the WebBrowserSettings action id: <id> action group id: <id> Cookies for loading not found. | System.Exception: Cookies for loading ,6,Executing action Swipe HtmlElement id: <id> of action group id: <id> HTML element or tab was not found using search settings,,Running the WebBrowserSettings action id: <id> action group id: <id> Cookies for loading not found. | System.Exception: Cookies for loading ,продвинутый,73.0,9.60,"Регистрация/аккаунты / Соцсети; чаще работает с сайтами: litecoinfarm.online, litepick.io, omg.adult",работает с прокси/профилями; ведет учет в таблицах,чаще всего стопорится на: running the webbrowsersettings action id: <id> action group id: <id> cookies for loading not found. | system.exception: cookies for loading ,"Занимается: Регистрация/аккаунты / Соцсети. Основные сайты: litecoinfarm.online, litepick.io, omg.adult. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
12bf3c69-0fee-4dff-8b6b-e9c0b4b9ae2f,User 132,lite,2,2,1,2026-02-18 14:09:00,2026-02-18 14:37:58,153.4,yes,"mail.ru, linux.org.ru, login.vk.ru, account.mail.ru",Регистрация/аккаунты,"Прочие действия, Навигация по сайтам",3.50,1,—,0,—,,без явного стоп-фактора,новичок,74.0,1.80,"Регистрация/аккаунты; чаще работает с сайтами: mail.ru, linux.org.ru, login.vk.ru",делает базовые сценарии навигации,явных повторяющихся runtime-ошибок мало,"Занимается: Регистрация/аккаунты. Основные сайты: mail.ru, linux.org.ru, login.vk.ru. Стиль: точечно, небольшим числом проектов. Уровень: новичок."
c1b5415f-2c69-4084-9ade-98bdb4cb62ca,User 137,pro,2,8,5,2026-02-16 17:30:00,2026-02-22 12:02:09.776403,60.0,yes,x.com,Соцсети,"Прокси/профили/эмуляция, Логика/ретраи, Навигация по сайтам, Формы/клики/DOM",13.50,25,—,0,—,,итеративная отладка/стабильность,продвинутый,77.3,9.80,Соцсети; чаще работает с сайтами: x.com,работает с прокси/профилями; уверенно автоматизирует формы и DOM-события,много итераций на стабильность и доводку флоу,"Занимается: Соцсети. Основные сайты: x.com. Стиль: точечно, небольшим числом проектов. Уровень: продвинутый."
