domain,users_count,projects_count,what_users_do,top_themes
legalzoom.com,1,20,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Регистрация/аккаунты, Соцсети"
116.202.85.98,1,20,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Регистрация/аккаунты, Соцсети"
acrazemusic.com,1,20,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Регистрация/аккаунты, Соцсети"
id.epik.com,1,20,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Регистрация/аккаунты, Соцсети"
mell5846.com,1,19,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
accsmarket.com,1,19,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
api.tourbar.com,1,19,"HTTP/API запросы, Логика/ретраи, Парсинг/валидация",Регистрация/аккаунты
vk.ru,1,19,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
trae.ai,1,19,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
external-site.com,1,19,"Формы/клики/DOM, Таблицы/Google Sheets, Парсинг/валидация",Лидогенерация/арбитраж
account.migros.ch,1,19,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
share.google,1,19,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
gateway.pixazo.ai,1,19,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
api.capsola.cloud,1,19,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets","Регистрация/аккаунты, Лидогенерация/арбитраж"
memuplay.com,1,19,"Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
run72.raiselysite.com,1,18,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
api.tempmail.lol,1,18,"Навигация по сайтам, HTTP/API запросы, Формы/клики/DOM",Регистрация/аккаунты
browser-info.ru,1,18,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
lumtest.com,1,18,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
appsec.aarp.org,1,18,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
93.190.143.48,1,18,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
nfw.cz,1,18,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
sushimoto-berlin.de,1,18,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
randomgodbot.com,1,17,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets","Google Sheets/отчетность, Соцсети"
m.fotostrana.ru,1,17,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
portal.sakeng.co.za,1,17,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
gw-ru.zengw.io,1,16,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
blablacar.ru,1,16,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
wildberries.ru,1,16,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",E-commerce/маркетплейсы
scroll.io,1,16,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
liveme.com,1,16,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
printables.com,1,16,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Соцсети, Регистрация/аккаунты"
abc.net,1,16,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
shop.giftaway.ph,1,16,"Формы/клики/DOM, Логика/ретраи, HTTP/API запросы",Регистрация/аккаунты
swiffyvouchers.co.za,1,16,"Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
healthunlocked.com,1,16,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
detmir.ru,1,16,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
web.de,1,16,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Соцсети, Регистрация/аккаунты"
login.mancity.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
api.cap.guru,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
tickets.safc.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
book.newcastleunited.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
mancity.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
tickets.mancity.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
ticketing.liverpoolfc.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
magic.revoluterra.ru,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Google Sheets/отчетность
educer.netlify.app,1,15,"Парсинг/валидация, Таблицы/Google Sheets, Логика/ретраи",Регистрация/аккаунты
searchapi.api.cloud.yandex.net,1,15,"Парсинг/валидация, Таблицы/Google Sheets, Логика/ретраи",Регистрация/аккаунты
pro.avito.ru,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
randomuser.me,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
member.creditscoreiq.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
playvids.com,1,15,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
list-org.com,1,14,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
auth.meta.com,1,14,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
quyenne.xyz,1,14,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
nutzer.edenred.de,1,14,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
click-guard-link.lovable.app,1,14,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Соцсети
tams.jobsforall.ru,1,14,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
registrierung.web.de,1,14,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Соцсети, Регистрация/аккаунты"
37.221.80.220,1,13,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
help.twitter.com,1,13,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Соцсети
certiport.uz,1,13,"Навигация по сайтам, Прокси/профили/эмуляция, Формы/клики/DOM",Регистрация/аккаунты
seo.jester-soft.ws,1,13,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
zvanok.by,1,13,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
ident.me,1,13,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
dns.example.net,1,13,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
geo.captcha-delivery.com,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Лидогенерация/арбитраж
tickets.paris2024.org,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Лидогенерация/арбитраж
usa.rotating.proxyrack.net,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Лидогенерация/арбитраж
tickets.milanocortina2026.org,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Лидогенерация/арбитраж
pdd.auto.ru,1,12,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
prod-api.lzt.market,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Регистрация/аккаунты, Соцсети"
click.moneysearchnow.com,1,12,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
firstmail.ltd,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
member.identityiq.com,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
paysys3ds.app,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
unsplash.com,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
lbbonline.com,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
data.urbandatacentre.ca,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
ckan.mobidatalab.eu,1,12,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
cdn.ampproject.org,1,12,"HTTP/API запросы, Парсинг/валидация",Соцсети
web.archive.org,1,12,"HTTP/API запросы, Парсинг/валидация",Соцсети
olymp-a7-az.xyz,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
checkout.easyfairpay.com,1,12,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
linkedin.com,1,11,"Навигация по сайтам, Таблицы/Google Sheets, Прокси/профили/эмуляция",Соцсети
wikipedia.org,1,11,"Навигация по сайтам, Таблицы/Google Sheets, Прокси/профили/эмуляция",Соцсети
zvonok.com,1,11,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация","Регистрация/аккаунты, Соцсети"
beget.com,1,11,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
internxt.com,1,11,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
mapi.vs.market.yandex.net,1,11,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Лидогенерация/арбитраж
mobileproxy.passport.yandex.net,1,11,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Лидогенерация/арбитраж
enroll.identityiq.com,1,11,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
tunneler.serp.host,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
admin.serp.host,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
ab.chatgpt.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
z1.ipmart.io,1,11,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация","Лидогенерация/арбитраж, Регистрация/аккаунты"
labs.google,1,11,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",Регистрация/аккаунты
claimform.amexantitrust.com,1,11,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
api.kie.ai,1,11,"HTTP/API запросы, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
your-callback-url.com,1,11,"HTTP/API запросы, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
sxelf.store,1,11,"HTTP/API запросы, Парсинг/валидация, Логика/ретраи",Регистрация/аккаунты
track.linkround.space,1,11,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция","Лидогенерация/арбитраж, Регистрация/аккаунты"
peekvids.com,1,11,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
astroproxy.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
webasset-akm.imvu.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
imvu.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
jdoodle.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
client-dynamic.imvu.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
xn--b1afbuggjpt.site,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
webasset.imvu.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
api.best-proxies.ru,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
graphql.combyne.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
api.imvu.com,1,11,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Лидогенерация/арбитраж
jl.tuencuestadiaria.xyz,1,10,"Навигация по сайтам, HTTP/API запросы, Прокси/профили/эмуляция",Лидогенерация/арбитраж
smailpro.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
meter.net,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
translate.google.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
lambdadigital.us,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
ssl.gstatic.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
server.leakosint.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
workle.ru,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
tracking.lovko.pro,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
advt.pro,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
liderconsalt-team.ru,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
assets.grok.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Соцсети
46.161.4.170,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
inboxes.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
accountscenter.meta.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
vak-sms.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
188.34.201.5,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
instadesignstudio.ru,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
docgen.nppr.team,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
i.ibb.co,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
tempr.email,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
fb.me,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
awaresystems.be,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
group-ib.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Соцсети
rohitab.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
portal.odna-podpiska.ru,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
relay.link,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
usfull.pro,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
162.55.144.118,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
api.artemox.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
whitepages.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
hhp5hp5y.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация","Лидогенерация/арбитраж, Регистрация/аккаунты"
makerworld.com,1,10,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
rookee.ru,1,10,"Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets",Соцсети
fillboards.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Соцсети
cdn.akamai.steamstatic.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Лидогенерация/арбитраж
community.akamai.steamstatic.com,1,10,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Лидогенерация/арбитраж
avatars.mds.yandex.net,1,10,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
mell9150.com,1,9,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
go.cpaex.ru,1,9,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
2fa.online,1,9,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация","Соцсети, Лидогенерация/арбитраж"
higgsfield.ai,1,9,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
xe.com,1,9,"Навигация по сайтам, HTTP/API запросы, Логика/ретраи",Регистрация/аккаунты
176.120.21.57,1,9,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы","Соцсети, E-commerce/маркетплейсы"
thecircle.com,1,9,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
antology-xviii.spb.ru,1,9,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
billet.glyptoteket.dk,1,9,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
swarovski-vista.xyz,1,9,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
116.203.250.53,1,9,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
nations-conflict.ru,1,9,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
seo.f3g.ru,1,9,"Формы/клики/DOM, HTTP/API запросы, Прокси/профили/эмуляция",Регистрация/аккаунты
account.vanbreda.be,1,9,"HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция",Регистрация/аккаунты
japantravel.navitime.com,1,8,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
etsy.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
auth.fandom.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
myaccount.nytimes.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
checkout.iherb.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
account.booking.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
signin.ebay.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
185.162.130.86,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
content-watch.ru,1,8,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
weekendinitaly.com,1,8,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
webshop.b-ticket.com,1,8,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Лидогенерация/арбитраж
secure.money.com,1,8,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Лидогенерация/арбитраж
offtop.ru,1,8,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
82.209.218.60,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
belarus.blsspainglobal.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
myjobs.adp.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
bitly.com,1,8,Прочие действия,Лидогенерация/арбитраж
sendtransfer.com,1,8,Прочие действия,Лидогенерация/арбитраж
v.ht,1,8,Прочие действия,Лидогенерация/арбитраж
app.icypeas.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
theceomagazine.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
sosi.al,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
nikkobamberg.online-karte.com,1,8,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
my.sonjj.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
sms-verification-number.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
api.sms-man.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
dc42.ibaldr.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
badanieai.trustluna.com,1,7,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
49.0.79.207,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
facialage.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
emailregex.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
open-api.bingx.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
thispersondoesnotexist.com,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
smscenter.pro,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
checklink.mail.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
hilux-club.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
95.181.167.211,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
mails.org,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
forum.radmir.games,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
minmail.app,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
fiatducatoclub.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Регистрация/аккаунты
gaabscps.qltrk.com,1,7,"Формы/клики/DOM, Логика/ретраи, Навигация по сайтам","Лидогенерация/арбитраж, Регистрация/аккаунты"
api.twitter.com,1,7,HTTP/API запросы,Регистрация/аккаунты
energy-laboratory.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Google Sheets/отчетность
z-m-static.xx.fbcdn.net,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
jk8gcxs.com,1,7,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets","Лидогенерация/арбитраж, Регистрация/аккаунты"
ask.chadgpt.ru,1,7,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
xmlriver.com,1,7,"Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация",Регистрация/аккаунты
cnp-pro.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
sovav.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
baumgroup.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
imperiatools.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
e-kp.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
proconsim.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
watersmarket.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
atislab.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
santech.ru,1,7,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
oauth-telegram-org.translate.goog,1,7,Прочие действия,Лидогенерация/арбитраж
actualdb2.t.me,1,7,Прочие действия,Лидогенерация/арбитраж
question-it.com,1,7,Прочие действия,Лидогенерация/арбитраж
xxxeasydatingbot.t.me,1,7,Прочие действия,Лидогенерация/арбитраж
labs.perplexity.ai,1,7,Прочие действия,Лидогенерация/арбитраж
api.site.com,1,7,Прочие действия,Лидогенерация/арбитраж
pgozm.bestafair.com,1,7,Прочие действия,Лидогенерация/арбитраж
accounts.craigslist.org,1,7,Прочие действия,Лидогенерация/арбитраж
cpa.rip,1,7,Прочие действия,Лидогенерация/арбитраж
www-google-com.translate.goog,1,7,Прочие действия,Лидогенерация/арбитраж
binarium.com,1,7,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
auth2.bitrix24.net,1,6,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
thietkenoithat.com,1,6,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация","Лидогенерация/арбитраж, Соцсети"
95.52.246.13,1,6,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",Регистрация/аккаунты
litecoinfarm.online,1,6,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
passes.com,1,6,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
demo.ip-api.com,1,6,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
100.65.136.43,1,6,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Лидогенерация/арбитраж
check-host.net,1,6,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация",Регистрация/аккаунты
manage.payrange.com,1,6,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",Регистрация/аккаунты
visa.vfsglobal.com,1,6,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",Соцсети
dc18.ibaldr.ru,1,6,"Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы",E-commerce/маркетплейсы
