error_category,events_count,users_count,example_message
Выполнение действия Directory id: <id> группы действий id: <id> Индекс находился вне границ массива. | System.IndexOutOfRangeException: Инде,1,1,Выполнение действия Directory id: 2b69c846-81ab-4a5f-8c29-101c89302f95 группы действий id: 8cde37bc-a9d0-4308-943b-03944744fe3e Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс находился вне
Выполнение действия Http id: <id> группы действий id: <id> No such variable: auth64 | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariabl,1,1,Выполнение действия Http id: 9dbdb7ce-6d4b-49a1-8a05-8bacbbb07260 группы действий id: 7b3f6cb9-f1c9-4bc1-b830-cc3081cd6eda No such variable: auth64 | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No s
Executing action WebBrowserExtensions id: <id> of action group id: <id> Error accessing Instance.ActivateExtension | System.Exception: Error,1,1,Executing action WebBrowserExtensions id: 0a632cdc-6bb9-4e1b-a1ba-004bea716ea6 of action group id: 23630812-6490-45ba-8184-26a078390d42 Error accessing Instance.ActivateExtension | System.Exception: Error accessing Insta
Running the TextProcessing action id: <id> action group id: <id> Failed to process text,1,1,Running the TextProcessing action id: a93d998c-a6d9-4d5b-ba1e-030f916a25fa action group id: d84cf90e-6c81-4471-9c4d-6771266b0ca1 Failed to process text
Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Ошибка обращения к Instance.PrepareInstance | System.Ex,1,1,Выполнение действия Запустить инстанс ZennoBrowser id: aa57e02f-fd4e-499c-aa1d-e31cadc04b66 группы действий id: 6c7f6ca8-8dc8-45b9-9e27-0a2553cacfdb Ошибка обращения к Instance.PrepareInstance | System.Exception: Ошибка 
Выполнение действия ParsePage id: <id> группы действий id: <id> Invalid format of the collection numbers. ElementsInCollection: 16. Path: -1,1,1,Выполнение действия ParsePage id: bfec90a1-a850-4c2a-ba43-4dbf3ad4b77c группы действий id: 317a8392-e577-4406-b120-4861f7e3e771 Invalid format of the collection numbers. ElementsInCollection: 16. Path: -1 | System.Except
Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: entry_price_fixed | System.InvalidOperationExcept,1,1,Выполнение действия JavaScript OwnCode id: 494751bf-f41d-4043-994d-81daa117cc38 группы действий id: a1712f7d-5d28-4fe6-9c70-6fc13c76a32a No such variable: entry_price_fixed | System.InvalidOperationException: Последовате
Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: mexc_ask_fixed | System.InvalidOperationException,1,1,Выполнение действия JavaScript OwnCode id: 494751bf-f41d-4043-994d-81daa117cc38 группы действий id: a1712f7d-5d28-4fe6-9c70-6fc13c76a32a No such variable: mexc_ask_fixed | System.InvalidOperationException: Последовательн
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such variable: entry_price_fixed | ZennoLab.TemplateManipulator.V4.,1,1,Выполнение действия CSharp OwnCode. id: 5074905e-3141-45e4-a173-eed8954cfb7f группы действий id: 2de7e97f-007a-4d3d-b6bb-c10a6f848284 No such variable: entry_price_fixed | ZennoLab.TemplateManipulator.V4.Helpers.InvalidV
Выполнение действия Logic id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка и,1,1,Выполнение действия Logic id: 8d3614fc-da21-4f18-9a60-31316f653da7 группы действий id: eccc21ad-6fc2-4017-82d2-afa1527ba958 Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный фо
Выполнение действия Parse Json/Xml id: <id> группы действий id: <id> No such variable: responseJSON | ZennoLab.TemplateManipulator.V4.Helper,1,1,Выполнение действия Parse Json/Xml id: 1c804379-59d9-47ef-a5a3-c296894583ef группы действий id: 31a9f7b1-b813-47b3-85bf-61034972f9b1 No such variable: responseJSON | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariabl
Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Ошибка проверки совместимости профиль-папки: Профиль-папка несовмес,1,1,Выполнение действия WebBrowserSettings id: 04269e4b-3233-4d97-bee4-9eda772b77b4 группы действий id: 8f144a79-3cbd-4b2d-b444-69642b1d008c Ошибка проверки совместимости профиль-папки: Профиль-папка несовместима с запускаем
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\/profiles.zppprof",1,1,"Выполнение действия Profile id: 91f86110-aa7e-469c-b50f-6dd6af847e7f группы действий id: 2d0f67f6-2f9d-403c-8452-20c4b7762a7c Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\/profiles.zppprofiles"""
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\\profiles.zppprof",1,1,"Выполнение действия Profile id: 91f86110-aa7e-469c-b50f-6dd6af847e7f группы действий id: 2d0f67f6-2f9d-403c-8452-20c4b7762a7c Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\\profiles.zppprofiles"""
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles.zppprofi",1,1,"Выполнение действия Profile id: 91f86110-aa7e-469c-b50f-6dd6af847e7f группы действий id: 2d0f67f6-2f9d-403c-8452-20c4b7762a7c Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles.zppprofiles"""
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles.zpprofil",1,1,"Выполнение действия Profile id: 91f86110-aa7e-469c-b50f-6dd6af847e7f группы действий id: 2d0f67f6-2f9d-403c-8452-20c4b7762a7c Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles.zpprofiles"""
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles\user1""",1,1,"Выполнение действия Profile id: 91f86110-aa7e-469c-b50f-6dd6af847e7f группы действий id: 2d0f67f6-2f9d-403c-8452-20c4b7762a7c Файла не существует по пути ""C:\Users\askeroff\Desktop\zenno\profiles\user1"""
Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Браузер не может быть запущен в указанной папке ( C:/Users/askeroff,1,1,Выполнение действия WebBrowserSettings id: 04269e4b-3233-4d97-bee4-9eda772b77b4 группы действий id: 8f144a79-3cbd-4b2d-b444-69642b1d008c Браузер не может быть запущен в указанной папке ( C:/Users/askeroff/Desktop/zenno//
Выполнение действия JavaScript OwnCode id: <id> группы действий id: <id> No such variable: myVariable | System.InvalidOperationException: По,1,1,Выполнение действия JavaScript OwnCode id: bbce49fe-abf9-444e-ad64-eb0061359bed группы действий id: 88108f80-d8bc-4f22-9467-bb688413bdae No such variable: myVariable | System.InvalidOperationException: Последовательность
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Удаленный сервер возвратил ошибку: (<n>) Не найден. | System.Net.WebEx,1,1,Выполнение действия CSharp OwnCode. id: 70cc2774-ff0c-4bae-b87d-55ec48f63740 группы действий id: 5aad6c6c-6051-4eee-97f4-68e732e8b32b Удаленный сервер возвратил ошибку: (404) Не найден. | System.Net.WebException: Удаленн
Выполнение действия VariableOperations id: <id> группы действий id: <id> Переменная не число | ZennoLab.TemplateManipulator.V4.Helpers.Inval,1,1,Выполнение действия VariableOperations id: f3262c0a-be84-4c00-8a39-3dace3b22955 группы действий id: 850dcabc-a328-4d5e-beed-f2783b1dbeed Переменная не число | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExcept
"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Не удалось найти часть пути ""C:\Users\Administrator\Desktop\ZennoPoste",1,1,"Выполнение действия CSharp OwnCode. id: 16769122-fcac-4aba-8e68-3544f3e0cc1a группы действий id: 5abc8841-d953-4af5-8074-83cee490f315 Не удалось найти часть пути ""C:\Users\Administrator\Desktop\ZennoPoster\turbosquid\Pro"
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> No such list: Profile_all | ZennoLab.TemplateManipulator.V4.Helpers.In,1,1,Выполнение действия CSharp OwnCode. id: 16769122-fcac-4aba-8e68-3544f3e0cc1a группы действий id: 5abc8841-d953-4af5-8074-83cee490f315 No such list: Profile_all | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableExc
Executing action CSharp OwnCode: zaytatania do bazy.id: <id> action group id: <id> Thread was being aborted,1,1,Executing action CSharp OwnCode: zaytatania do bazy.id: 1f216fc2-ca02-456d-8fee-8869517d6942 action group id: f139b8aa-ae9b-4bf7-8c75-082d9efd7e0b Thread was being aborted.
"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://tipmeglobalservices.com/topup/, Regex: https://tipmegloba",1,1,"Searching text on a page action id: 7648b08d-e09a-4b29-abc5-0bfa2b7bb481of action group id: b91619f6-5198-432d-abb9-2458cb65359a 未发现, Url: https://tipmeglobalservices.com/topup/, Regex: https://tipmeglobalservices\.com"
"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://checkout-v2.paymongo.com/a7ac5aba63268dd37161c2ef, Regex:",1,1,"Searching text on a page action id: 7f4853e3-4c57-4f6b-83df-bcba36254a6eof action group id: 1e6e6db0-67e0-42b2-9533-025a2601ec90 未发现, Url: https://checkout-v2.paymongo.com/a7ac5aba63268dd37161c2ef, Regex: E-Wallets"
执行动作C#自定义代码: 获取卡片.id: <id> 动作组 id: <id> Thread was being aborted,1,1,执行动作C#自定义代码: 获取卡片.id: 30417393-eb18-42f9-b9b3-627ab097c775 动作组 id: 0f5f64cf-450c-4c55-8d2c-376e53085089 Thread was being aborted.
执行项目中的动作id:<id> 动作组id<id> 无法处理,1,1,执行项目中的动作id:77cb47f3-4577-40a3-8efe-8ca066ea7917 动作组id385f576c-6e08-46a6-8571-cc9c40270c1e 无法处理
执行动作C#自定义代码: 获取卡片.id: <id> 动作组 id: <id> The given key was not present in the dictionary. | System.Collections.Generic.KeyNotFoundException: ,1,1,执行动作C#自定义代码: 获取卡片.id: 30417393-eb18-42f9-b9b3-627ab097c775 动作组 id: 0f5f64cf-450c-4c55-8d2c-376e53085089 The given key was not present in the dictionary. | System.Collections.Generic.KeyNotFoundException: The given key wa
运行文件 动作id<id> 动作组id<id> 无法处理文件,1,1,运行文件 动作idbcd45d6e-594f-4ede-9b56-de3bdbe489d9 动作组id814a7312-52dc-4d28-ae2a-217a7948ffb4 无法处理文件
"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://www.sportybet.com/gh/m/my_accounts/deposit?activeTab=card",1,1,"Searching text on a page action id: 1073a3a1-47e1-4604-94b2-2e598a8ca7f2of action group id: f8f3aca4-dfbd-4b18-a68a-60cd1ba6f532 未发现, Url: https://www.sportybet.com/gh/m/my_accounts/deposit?activeTab=card, Regex: Deposit"
"运行人物信息 动作id<id> 动作组id<id> 文件不存在于路径""C:\Users\Administrator\Desktop\zp\auto\""",1,1,"运行人物信息 动作idb17a1de0-220c-4e13-aed8-65603ef0da9e 动作组idf8f3aca4-dfbd-4b18-a68a-60cd1ba6f532 文件不存在于路径""C:\Users\Administrator\Desktop\zp\auto\"""
运行WebBrowserSettings 动作id<id> 动作组id<id> 无效的格式 | System.Exception: 无效的格式,1,1,"运行WebBrowserSettings 动作ida8299311-9d7a-4076-8763-9d5c74241e59 动作组id5896fb98-2e65-4539-974a-5c747fb4a8f7 无效的格式 | System.Exception: 无效的格式
   at ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectEx"
子项目 sakeng支付. 运行HTMLElement 动作id<id> 动作组id<id> 子项目 path: C:\Users\Administrator\Desktop\zp\auto\sakeng支付.zp 根据搜索条件未找到HTML元素,1,1,子项目  sakeng支付. 运行HTMLElement 动作id2a487ac9-1f53-42b7-91ac-309d32d8496d 动作组idbefcd0f3-4a30-46ad-9f86-74dbefc982a8 子项目 path: C:\Users\Administrator\Desktop\zp\auto\sakeng支付.zp 根据搜索条件未找到HTML元素
执行动作C#自定义代码.id: <id> 动作组 id: <id> No such variable: cardpath | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such var,1,1,执行动作C#自定义代码.id: bb9383b0-43c7-43ba-9267-d9dde348d48a 动作组 id: 1984c7f0-c5ce-4404-91c1-dddb1c7bf918 No such variable: cardpath | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such variable: cardpath 
运行TextProcessing 动作id<id> 动作组id<id> 处理文本失败,1,1,运行TextProcessing 动作id98b5f5b3-56f2-46f1-9f8c-767aab553a35 动作组idd052a893-df53-436d-bad7-650f8935aa8d 处理文本失败
运行TextProcessing 动作id<id> 动作组id<id> Index was outside the bounds of the array. | System.IndexOutOfRangeException: Index was outside the boun,1,1,运行TextProcessing 动作id98b5f5b3-56f2-46f1-9f8c-767aab553a35 动作组idd052a893-df53-436d-bad7-650f8935aa8d Index was outside the bounds of the array. | System.IndexOutOfRangeException: Index was outside the bounds of the array.
Выполнение действия CSharp OwnCode: POST к Claude API . id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1,Выполнение действия CSharp OwnCode: POST к Claude API . id: f490c604-cd7d-4695-a095-5d6ad2bdc6fb группы действий id: 8031b963-6962-48c3-889f-d96cd05620b4 Поток находился в процессе прерывания.
Выполнение действия CSharp OwnCode: Проверка наличия изображений. id: <id> группы действий id: <id> [Строка: 65; Cтолбец: 4] Images: Пустые ,1,1,Выполнение действия CSharp OwnCode: Проверка наличия изображений. id: 68ee0f66-5236-4398-a129-a5fd9f5c2115 группы действий id: 0ec8ae22-c224-43e7-a46f-5d7888ce9fc4 [Строка: 65; Cтолбец: 4] Images: Пустые обязательные пол
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 66; Cтолбец: 4] CSS upload: Удаленный сервер возвратил ошибку,1,1,Выполнение действия CSharp OwnCode. id: c7fc5648-e0c2-4576-aea7-45aaa7e95700 группы действий id: 83697fe9-cac4-42f6-9000-97af1cdb9246 [Строка: 66; Cтолбец: 4] CSS upload: Удаленный сервер возвратил ошибку: (400) Недопуст
Выполнение действия CSharp OwnCode: Генерация баннера игр. id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1,Выполнение действия CSharp OwnCode: Генерация баннера игр. id: 6c35a426-823a-4200-a6bd-820f52c3d4b5 группы действий id: ae46c57f-e8bf-4df0-ab15-2e64d813299a Поток находился в процессе прерывания.
Выполнение действия CSharp OwnCode: POST к Claude API . id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Th,1,1,Выполнение действия CSharp OwnCode: POST к Claude API . id: c8c1fa19-f9e7-4b49-99ce-57b651686105 группы действий id: 1892eaf7-d929-4703-a98b-c3b0ecc65395 Поток находился в процессе прерывания. | System.Threading.ThreadAb
Выполнение действия CSharp OwnCode: API: Заливка header. id: <id> группы действий id: <id> [Строка: 67; Cтолбец: 4] Header upload: Базовое с,1,1,Выполнение действия CSharp OwnCode: API: Заливка header. id: 53c9fd9e-f09c-40f6-b4eb-85bb68298326 группы действий id: b01b0324-974e-47d5-ba2c-4fb8517b732c [Строка: 67; Cтолбец: 4] Header upload: Базовое соединение закрыт
Выполнение действия CSharp OwnCode: Отправка токенов в панель. id: <id> группы действий id: <id> No such variable: ai_log_status | ZennoLab.,1,1,Выполнение действия CSharp OwnCode: Отправка токенов в панель. id: de6a8e63-e4d6-41f6-9180-789f6e849d2f группы действий id: 1c049ba4-08ba-4dfd-a6fd-888c64e24bdc No such variable: ai_log_status | ZennoLab.TemplateManipula
Выполнение действия CSharp OwnCode: POST к Claude API. id: <id> группы действий id: <id> Поток находился в процессе прерывания,1,1,Выполнение действия CSharp OwnCode: POST к Claude API. id: 23a6c0ca-4624-4753-aec6-6eb55c269537 группы действий id: 24926f50-e42f-4421-9656-c3c73249dcb1 Поток находился в процессе прерывания.
Выполнение действия VariableOperations id: <id> группы действий id: <id> No such variable: url_sub | ZennoLab.TemplateManipulator.V4.Helpers,1,1,Выполнение действия VariableOperations id: c5a19b0b-c31d-4324-8207-a1c25ad18b3d группы действий id: 808fbfe5-9300-4a74-a419-99f99b8af7d4 No such variable: url_sub | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariable
"Выполнение действия Profile id: <id> группы действий id: <id> Файла не существует по пути ""C:\Users\OOO\Desktop\zen1\Test\FB\FB_CommunityVov",1,1,"Выполнение действия Profile id: 04debb11-a2b0-450a-8fb3-4995872796b9 группы действий id: c6232a37-02b9-4d05-ad9b-8e2bd9b95a71 Файла не существует по пути ""C:\Users\OOO\Desktop\zen1\Test\FB\FB_CommunityVov\FB_SUKA_PROFILE"
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://b.dom-edinstva.ru/crm/lead/details/<n>/, Regex: ",1,1,"Поиск текста на странице действия id: fbc71af6-d153-402e-856f-7fb397fa98ab группы действий id: 57377820-87ec-46e1-96b4-a07a00cce703 Не найден, Url: https://b.dom-edinstva.ru/crm/lead/details/54143/, Regex: изменено\s+19\"
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://www.tiktok.com/en/, Regex: Drag\s+the\s+slider\s",1,1,"Поиск текста на странице действия id: e72363f9-a14a-40c8-91a4-54ec83501a0c группы действий id: 22fc9fcf-6c8f-4877-b353-e7fc73e3d220 Не найден, Url: https://www.tiktok.com/en/, Regex: Drag\s+the\s+slider\s+to\s+fit\s+the\"
Выполнение действия TextProcessing id: <id> группы действий id: <id> Обрабатываемый текст не может быть пустым,1,1,Выполнение действия TextProcessing id: d5154c39-bead-4017-8947-19c8fba7ee38 группы действий id: 22fc9fcf-6c8f-4877-b353-e7fc73e3d220 Обрабатываемый текст не может быть пустым
"Выполнение действия Удалить профили ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Unknown"", Detail=""Exception was thrown",1,1,"Выполнение действия Удалить профили ZennoBrowser id: 8a5c84f8-6615-4ac0-b1b9-c1e21959160c группы действий id: 24a23eb3-a0da-43c2-a43a-975bf6248635 Status(StatusCode=""Unknown"", Detail=""Exception was thrown by handler. For"
"Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Не удалось найти часть пути ""C:\MyVideos"". | System.IO.DirectoryNotFou",1,1,"Выполнение действия CSharp OwnCode. id: c2cf5ebe-2400-4541-847d-82312336266a группы действий id: 4a745822-6873-44e7-ab80-b640aa43055c Не удалось найти часть пути ""C:\MyVideos"". | System.IO.DirectoryNotFoundException: Не "
Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> Не указано Максимальное количество профилей на один прокс,1,1,Выполнение действия Создать профили ZennoBrowser id: 56a2063c-6e29-4f57-bf7b-3c7bcbd10905 группы действий id: 2f41ad93-47bd-453b-bbb0-48d403b666b5 Не указано Максимальное количество профилей на один прокси
Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Все профили указанной папки заняты | ZennoLab.ZennoPost,1,1,Выполнение действия Запустить инстанс ZennoBrowser id: 057de14b-d2ff-44fe-8d8a-44482793ffc9 группы действий id: 2f41ad93-47bd-453b-bbb0-48d403b666b5 Все профили указанной папки заняты | ZennoLab.ZennoPoster.Core.Tasks.Th
Выполнение действия ParsePage id: <id> группы действий id: <id> Значение не может быть неопределенным,1,1,"Выполнение действия ParsePage id: 68ba097a-25a3-4933-91a6-78ec98bec5b7 группы действий id: cec7e4c8-c99b-4649-adda-0b527501bd17 Значение не может быть неопределенным.
Имя параметра: collection | System.ArgumentNullExcep"
Выполнение действия Touch HtmlElement id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Вход,1,1,Выполнение действия Touch HtmlElement id: dbdf638e-2c21-4506-b5ee-64501a8dd198 группы действий id: c793eb5d-15de-4d42-ac61-f8a04cffbfee Входная строка имела неверный формат. | System.FormatException: Входная строка имела
Выполнение действия CSharp OwnCode: load main page. id: <id> группы действий id: <id> No such variable: session_id | ZennoLab.TemplateManipu,1,1,Выполнение действия CSharp OwnCode: load main page. id: 75ad4c2c-462a-440d-86ab-a17428df807b группы действий id: 7bc1f071-d165-4e8f-a7fb-cb449b1e8781 No such variable: session_id | ZennoLab.TemplateManipulator.V4.Helpers
Выполнение действия CSharp OwnCode: get signup_hash. id: <id> группы действий id: <id> Значение StartIndex не может быть меньше нуля,1,1,"Выполнение действия CSharp OwnCode: get signup_hash. id: aedffc45-6769-4760-b803-b347da094a85 группы действий id: 7bc1f071-d165-4e8f-a7fb-cb449b1e8781 Значение StartIndex не может быть меньше нуля.
Имя параметра: startI"
"Выполнение действия CSharp OwnCode: KeyEvent(""down"",""press"",""""). id: <id> группы действий id: <id> Поток находился в процессе прерывания. | ",1,1,"Выполнение действия CSharp OwnCode: KeyEvent(""down"",""press"",""""). id: 67800131-e859-487f-ae7e-dfb45b06aaae группы действий id: 33c17b5d-8a95-49be-bc07-457ab0c62a88 Поток находился в процессе прерывания. | System.Threading"
Выполнение действия Profile id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная строка,1,1,Выполнение действия Profile id: d91abb11-0317-41d2-861b-5536996420e9 группы действий id: e45ae527-5294-403a-915a-7b6e0ac12522 Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный 
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: https://wise.com/cards/types, Regex: Postcode",1,1,"Поиск текста на странице действия id: d8966094-1585-43ef-8fde-75fc4261daa0 группы действий id: 382d8772-0b5d-4ecd-81c9-8f50cf6141b2 Не найден, Url: https://wise.com/cards/types, Regex: Postcode"
Подпроект Общий шаблон. Выполнение действия ProjectInProject id: <id> группы действий id: <id> подпроект path: D:\ZP\02 На заказ\Регистрация,1,1,Подпроект Общий шаблон. Выполнение действия ProjectInProject id: d3c9e627-9745-4e6f-90e0-1fc9a607f6cb группы действий id: cb7b3c08-6702-4c94-970b-bf7f7a9b1e29 подпроект path: D:\ZP\02 На заказ\Регистрация работников на с
"Поиск текста на странице действия id: <id> группы действий id: <id> Не найден, Url: http://wlb-promo.local/5x-product-check, Regex: Все\s+то",1,1,"Поиск текста на странице действия id: 0992afc9-5a74-410e-b1c6-a1eb1eb4426d группы действий id: 2ecebb20-69c8-4824-9f51-f4b8ef883ef0 Не найден, Url: http://wlb-promo.local/5x-product-check, Regex: Все\s+товары\s+найдены"
Выполнение действия ParsePage id: <id> группы действий id: <id> Результатом выражения должен быть NodeSet. | System.Xml.XPath.XPathException,1,1,Выполнение действия ParsePage id: 8fe4f8a8-2cb3-461e-9fc3-c5e0029a177b группы действий id: 72038ff6-5838-45af-81ac-380a2c8ae9b8 Результатом выражения должен быть NodeSet. | System.Xml.XPath.XPathException: Результатом вы
Executing the ProjectInProject action id: <id> action group id: <id> Failed to process,1,1,Executing the ProjectInProject action id: d96a9fb4-6b95-43d5-8bd8-f79be16becab action group id: 5aa39b82-3598-4715-9849-33bf0caaa57d Failed to process
Executing action CSharp OwnCode.id: <id> action group id: <id> Value cannot be null,1,1,"Executing action CSharp OwnCode.id: 586cce35-6f19-4072-bdaa-a130b5185f99 action group id: fa23ed3a-ddd7-4ad7-8f13-0187098d2076 Value cannot be null.
Parameter name: source | System.ArgumentNullException: Value cannot be"
Running the WebBrowserTabManagment action id: <id> action group id: <id> Tab popup is not found in instance. Instance <n>:<n>.0.0.1 | System,1,1,Running the WebBrowserTabManagment action id: 3c8810e9-6f96-493d-b4a5-8c37e541ee76 action group id: 8d625677-b85d-4d99-b897-14a7016b8ed6 Tab popup is not found in instance. Instance 50606:127.0.0.1 | System.Exception: Ta
Выполнение действия Db id: <id> группы действий id: <id> Incorrect date value: '' for column 'datePublic' at row 1 | MySql.Data.MySqlClient.,1,1,Выполнение действия Db id: 1d6aa911-bbe2-45b4-a7e9-7611121a484e группы действий id: 762b214a-700a-41ef-9da8-c10e5e2a9349 Incorrect date value: '' for column 'datePublic' at row 1 | MySql.Data.MySqlClient.MySqlException (
Выполнение действия CSharp OwnCode: Workbench. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.T,1,1,Выполнение действия CSharp OwnCode: Workbench. id: 9472a1cc-87c2-4a45-b7ba-da9d6b270d5e группы действий id: e51bb9f7-e1b9-4c99-b9ce-2ac2beac64af Поток находился в процессе прерывания. | System.Threading.ThreadAbortExcept
Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> [Строка: 25; Cтолбец: 0] Exit by red branch: table 'parse_promo' not f,1,1,Выполнение действия CSharp OwnCode. id: 4ae1a4fd-a264-4152-9b30-fe0ca7be2044 группы действий id: f641104b-9b2e-4f00-a54d-a680153d1cc3 [Строка: 25; Cтолбец: 0] Exit by red branch: table 'parse_promo' not found | System.Ex
Выполнение действия WebBrowserExtensions id: <id> группы действий id: <id> Ошибка обращения к Instance.ActivateExtension | System.Exception:,1,1,Выполнение действия WebBrowserExtensions id: 2ff13c15-fae2-4689-85e1-7eda7201987e группы действий id: 2dbfd84d-203a-4c9b-83de-7461fe181c1d Ошибка обращения к Instance.ActivateExtension | System.Exception: Ошибка обращени
Выполнение действия CSharp OwnCode: Поиск на dzen.ru. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Thre,1,1,Выполнение действия CSharp OwnCode: Поиск на dzen.ru. id: 7005bc1e-e7db-4ae4-a4de-0c7871256557 группы действий id: a0e3de38-66d2-4798-8fe4-eeb988280b35 Поток находился в процессе прерывания. | System.Threading.ThreadAbor
Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatExce,1,1,Выполнение действия Создать профили ZennoBrowser id: af974e66-ff86-4ff8-938e-49f7c9ebdaa7 группы действий id: e7aeb428-c749-4a16-a7eb-9f3235f02206 Входная строка имела неверный формат. | System.FormatException: Входная с
"Searching text on a page action id: <id>of action group id: <id> 未发现, Url: https://tsugaike.nippon-ski.com/ja/customer/account/, Regex: 名義人\",1,1,"Searching text on a page action id: 06f033ca-29a0-4d35-8b4e-de812685851fof action group id: 09ea312f-1f08-489c-82db-92af2adec786 未发现, Url: https://tsugaike.nippon-ski.com/ja/customer/account/, Regex: 名義人\s+"
Выполнение действия CSharp OwnCode: Parser-get. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.,1,1,Выполнение действия CSharp OwnCode: Parser-get. id: ef6509b2-d670-48c9-a7e1-ba36cbe0b731 группы действий id: 67937eb2-29be-4587-b062-1ff012de81e8 Поток находился в процессе прерывания. | System.Threading.ThreadAbortExcep
执行动作 Db id: <id> 在动作组中: <id> Unknown column 'ID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'ID',1,1,执行动作 Db id: 9e2e9aa6-4a0c-4baa-9d8d-474d76ce61dc 在动作组中: 2edd6ce5-3b34-4167-a09d-127a67168edc Unknown column 'ID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'ID' in 'where claus
执行动作C#自定义代码: Join Today.id: <id> 动作组 id: <id> Server Error (ExecuteJS): TypeError: Cannot read properties of null (reading 'click'),1,1,"执行动作C#自定义代码: Join Today.id: 0000b8ef-6bd6-46be-985e-250c0c6efb0f 动作组 id: fcc653f7-f4dc-433f-901a-ff8aaead4ec9 Server Error (ExecuteJS): TypeError: Cannot read properties of null (reading 'click')
    at eval (eval at eva"
执行动作 Db id: <id> 在动作组中: <id> Unknown column 'CCID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'C,1,1,执行动作 Db id: 9e2e9aa6-4a0c-4baa-9d8d-474d76ce61dc 在动作组中: 2edd6ce5-3b34-4167-a09d-127a67168edc Unknown column 'CCID' in 'where clause' | MySql.Data.MySqlClient.MySqlException (0x80004005): Unknown column 'CCID' in 'where c
