guid,lite_or_pro,level,left_more_than_1_day,inactive_hours_till_2026_02_24_end,user_projects_count,session,project_file,project_number,project_time,last_edit_time,last_error_time,last_error_category,last_error_message,theme,domains,operations,no_changes_after_error
a47c6d99-9d9a-4a37-b961-bfeb93e65d1a,pro,профессионал,yes,84.3,62,Session 1. 2026-02-17 08-09,Project 4.zip,4,2026-02-19 12:08:13.626403,,2026-02-19 12:08:13.626403,Server 500,"Выполнение действия CSharp OwnCode: Выбрать страну. id: 1d42c845-8535-4e1e-a25b-179b0b46789f группы действий id: 7e8f05ad-3094-4bd5-bd8f-5c05675002d3 [Строка: 34; Cтолбец: 0] Страна с кодом 31 не найдена в списке. | System.Exception: Страна с кодом 31 не найдена в списке.
   at ZennoLab.OwnCode.C1d42c84585354e1ea25b179b0b46789f.M1d42c84585354e1ea25b179b0b46789f(IZennoPosterProjectModel project, Instance instance) in C:\Users\Administrator\AppData\Local\Temp\2\CompilerFolder\ProjectMaker\A86114c",Служебная автоматизация,,Прочие действия,yes
a47c6d99-9d9a-4a37-b961-bfeb93e65d1a,pro,профессионал,yes,84.3,62,Session 2. 2026-02-17 14-25,Project 21.zip,21,2026-02-17 17:18:30.939763,2026-02-17 17:17:54.224649,2026-02-17 17:18:30.939763,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: 603ae48d-55a8-436a-b150-f2394c1525bb группы действий id: af88fb58-d8c7-4805-8881-66b5e712daec Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,"135.181.178.31, account.migros.ch, api.anymessage.shop, api4.ipify.org, coinbase.com, login.migros.ch, migros.ch","Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
a47c6d99-9d9a-4a37-b961-bfeb93e65d1a,pro,профессионал,yes,84.3,62,Session 1. 2026-02-17 08-26,Project 1.zip,1,2026-02-17 08:26:00,2026-02-17 08:24:02.193175,2026-02-17 08:24:33.593715,Rate limit,"Выполнение действия CSharp OwnCode: re. id: b289dc90-ac42-4e29-a6c1-7429c059e3eb группы действий id: 5c612b95-0772-4901-b14d-88554cc31569 [Строка: 164; Cтолбец: 4] Ошибка: Для номера 353833629626 уже есть активная сессия (ACTIVATION_IN_PROGRESS). | System.Exception: Ошибка: Для номера 353833629626 уже есть активная сессия (ACTIVATION_IN_PROGRESS).
   в ZennoLab.OwnCode.Cb289dc90ac424e29a6c17429c059e3eb.Mb289dc90ac424e29a6c17429c059e3eb(IZennoPosterProjectModel project, Instance instance) в C:\U",Регистрация/аккаунты,"135.181.178.31, api.anymessage.shop, api4.ipify.org, app.corecluster.pro, coinbase.com, nutzer.edenred.de","Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
7dbea4b2-6ff2-4db0-9ebe-0b943d407f45,pro,продвинутый,yes,84.1,9,Session 4. 2026-02-21 11-55,Project 8.zip,8,2026-02-21 11:55:00,,2026-02-21 11:53:47.627083,"Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC res","Выполнение действия Создать профили ZennoBrowser id: 9d7d7dae-a165-4f54-be38-38c4b18fe25b группы действий id: 298b46f3-9be2-4991-b074-d217fd6ef70e Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC response. HTTP status code: 401"") | Grpc.Core.RpcException: Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC response. HTTP status code: 401"")
   в System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   в ZennoLab.ProductsIntegration.PublicApi.Client.PublicApiClientBase.<CallAsync",Лидогенерация/арбитраж,"capcut.com, login.microsoftonline.com, tiktok.com, youtube.com","Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets, Парсинг/валидация, Прокси/профили/эмуляция",yes
7dbea4b2-6ff2-4db0-9ebe-0b943d407f45,pro,продвинутый,yes,84.1,9,Session 2. 2026-02-20 18-52,Project 5.zip,5,2026-02-21 09:22:16.541199,,2026-02-21 09:22:16.541199,"Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC res","Выполнение действия Создать профили ZennoBrowser id: 9d7d7dae-a165-4f54-be38-38c4b18fe25b группы действий id: 298b46f3-9be2-4991-b074-d217fd6ef70e Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC response. HTTP status code: 401"") | Grpc.Core.RpcException: Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC response. HTTP status code: 401"")
   в System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   в ZennoLab.ProductsIntegration.PublicApi.Client.PublicApiClientBase.<CallAsync",Служебная автоматизация,,Прочие действия,yes
7dbea4b2-6ff2-4db0-9ebe-0b943d407f45,pro,продвинутый,yes,84.1,9,Session 1. 2026-02-20 18-35,Project 1.zip,1,2026-02-20 18:35:00,,2026-02-20 18:33:22.564501,"Выполнение действия Создать профили ZennoBrowser id: <id> группы действий id: <id> Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC res","Выполнение действия Создать профили ZennoBrowser id: 9d7d7dae-a165-4f54-be38-38c4b18fe25b группы действий id: 298b46f3-9be2-4991-b074-d217fd6ef70e Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC response. HTTP status code: 401"") | Grpc.Core.RpcException: Status(StatusCode=""Unauthenticated"", Detail=""Bad gRPC response. HTTP status code: 401"")
   в System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   в ZennoLab.ProductsIntegration.PublicApi.Client.PublicApiClientBase.<CallAsync",Лидогенерация/арбитраж,"capcut.com, login.microsoftonline.com, tiktok.com, youtube.com","Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets, Парсинг/валидация, Прокси/профили/эмуляция",yes
0915f4ce-293d-4722-8e6e-40a40ec0d705,lite,новичок,yes,79.4,3,Session 1. 2026-02-20 09-58,Project 1.zip,1,2026-02-20 09:58:43.095812,2026-02-20 09:58:24.179978,2026-02-20 09:58:43.095812,Выполнение действия LaunchProgram id: <id> группы действий id: <id> Переполнение TimeSpan из-за превышения длительности. | System.OverflowEx,"Выполнение действия LaunchProgram id: ae3f615a-1b8c-4251-b367-42353ad00e77 группы действий id: 4e2ed299-314c-411f-a3ef-b169789f39c2 Переполнение TimeSpan из-за превышения длительности. | System.OverflowException: Переполнение TimeSpan из-за превышения длительности.
   в System.TimeSpan.Interval(Double value, Int32 scale)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.LaunchProgram(Object info, ProjectMakerProcessing proc, String[] parameters)
   в Sys",Регистрация/аккаунты,,Прочие действия,yes
c149a279-edfc-4416-995d-3295ac2bea3e,lite,новичок,yes,76.6,4,Session 3. 2026-02-21 17-56,Project 10.zip,10,2026-02-21 18:15:13.561946,,2026-02-21 18:15:13.561946,Выполнение действия Emulation id: <id> группы действий id: <id> Входная строка имела неверный формат. | System.FormatException: Входная стро,"Выполнение действия Emulation id: 4bd21489-a41d-41dc-b7e8-f90aaba1b54e группы действий id: f4b69554-94c8-474b-a5b7-86f1a2c5a441 Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный формат.
   в System.Number.StringToNumber(String str, NumberStyles options, NumberBuffer& number, NumberFormatInfo info, Boolean parseDecimal)
   в System.Number.ParseInt32(String s, NumberStyles style, NumberFormatInfo info)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateEx",E-commerce/маркетплейсы,avito.ru,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",yes
6b18ad8f-a3d6-4bdd-8d3b-45b89c09f85f,lite,средний,yes,76.5,26,Session 3. 2026-02-20 19-22,Project 60.zip,60,2026-02-20 19:32:22.844757,2026-02-20 19:31:12.916652,2026-02-20 19:32:22.844757,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: f568f527-05e0-43ec-bca1-6999e83a9e22 группы действий id: 0d07555d-3511-4411-aaf8-769fe3e69538 Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,"nfw.cz, playvids.com","Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
ea66e536-8377-4d3c-87c3-1a49c1510ac3,lite,продвинутый,yes,75.9,49,Session 3. 2026-02-20 14-45,Project 15.zip,15,2026-02-20 16:10:21.769968,,2026-02-20 16:10:21.769968,Rate limit,"Выполнение действия Emulation id: c10333e0-6d4f-4bba-ab5d-2a993be5d516 группы действий id: 6109c221-c0dc-4294-a77c-faa6f10c9038 Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный формат.
   в System.Number.StringToNumber(String str, NumberStyles options, NumberBuffer& number, NumberFormatInfo info, Boolean parseDecimal)
   в System.Number.ParseInt32(String s, NumberStyles style, NumberFormatInfo info)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateEx",Лидогенерация/арбитраж,,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",yes
5c18c3b9-8349-48c0-8cc5-7c702788efb9,lite,профессионал,yes,72.0,60,Session 7. 2026-02-18 20-47,Project 62.zip,62,2026-02-18 20:47:05.730538,,2026-02-18 20:42:55.152329,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,Парсинг страницы действия id: 68ba097a-25a3-4933-91a6-78ec98bec5b7 группы действий id: cec7e4c8-c99b-4649-adda-0b527501bd17 Не найдены элементы по заданным параметрам,Соцсети,"browserscan.net, tiktok.com","Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Логика/ретраи",yes
5c18c3b9-8349-48c0-8cc5-7c702788efb9,lite,профессионал,yes,72.0,60,Session 4. 2026-02-17 22-59,Project 32.zip,32,2026-02-17 23:05:40.905879,,2026-02-17 23:02:07.193862,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина Cap.Guru.26.7_all Ошибка в действии: <id>,Выполнение действия Plugin id: f21ce7ae-41de-4920-b1a2-714d3fe17589 группы действий id: 85eb711b-629b-4fb1-8b63-368fc699b1db Ошибка при обработке плагина Cap.Guru.26.7_all Ошибка в действии: 954d4984-c707-4747-9d02-37e93abcd0c5,Служебная автоматизация,,Прочие действия,yes
5c18c3b9-8349-48c0-8cc5-7c702788efb9,lite,профессионал,yes,72.0,60,Session 3. 2026-02-17 19-35,Project 23.zip,23,2026-02-17 21:00:19.734834,2026-02-17 20:59:07.613785,2026-02-17 21:00:19.734834,Выполнение действия Plugin id: <id> группы действий id: <id> Ошибка при обработке плагина Cap.Guru.26.7_all Ошибка в действии: <id>,Выполнение действия Plugin id: 7a512ffd-129c-4277-a652-c81942d9b430 группы действий id: 38216dd0-bdf5-4061-b020-1881051ceab3 Ошибка при обработке плагина Cap.Guru.26.7_all Ошибка в действии: 954d4984-c707-4747-9d02-37e93abcd0c5,Соцсети,"browserscan.net, tiktok.com","Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",yes
5c18c3b9-8349-48c0-8cc5-7c702788efb9,lite,профессионал,yes,72.0,60,Session 3. 2026-02-17 19-35,Project 16.zip,16,2026-02-17 20:22:08.472492,2026-02-17 20:20:31.236436,2026-02-17 20:22:08.472492,Выполнение действия Emulation id: <id> группы действий id: <id> Выполнение прервано | System.Exception: Выполнение прервано,"Выполнение действия Emulation id: 4b9235ef-d26a-4f8c-a29c-3ab129eea76b группы действий id: 274f75a8-c969-401f-8a5b-a6f9fa86f3e8 Выполнение прервано | System.Exception: Выполнение прервано
   в UserActivityEmulation.ActivityEmulation.ThrowIfInterrupted()
   в UserActivityEmulation.ActivityEmulation.EmulateActivity()
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.EmulationPageviewSimulation(Object info, ProjectMakerProcessing proc, String[] parameters)",Соцсети,"browserscan.net, tiktok.com","Навигация по сайтам, Формы/клики/DOM",yes
5c18c3b9-8349-48c0-8cc5-7c702788efb9,lite,профессионал,yes,72.0,60,Session 3. 2026-02-17 19-35,Project 15.zip,15,2026-02-17 20:15:26.121172,,2026-02-17 20:15:26.121172,Выполнение действия ProjectInProject id: <id> группы действий id: <id> Ошибка при обработке,Выполнение действия ProjectInProject id: 34a200ef-8261-41a8-810d-a81e9efacfa3 группы действий id: b77d3de3-c4a0-4896-89e5-d031c3a494d8 Ошибка при обработке,Соцсети,"browserscan.net, tiktok.com","Навигация по сайтам, Формы/клики/DOM",yes
ec3962f4-2d79-4d8c-8de6-795f6ac7f286,pro,средний,yes,65.7,19,Session 6. 2026-02-22 06-10,Project 29.zip,29,2026-02-22 06:15:34.934691,,2026-02-22 06:15:34.934691,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: ded766e0-4807-43ef-9fcf-9528ee892824 группы действий id: d794e28d-f316-4bf9-a438-bc6d77d07f97 Результат: false,Служебная автоматизация,,Прочие действия,yes
ec3962f4-2d79-4d8c-8de6-795f6ac7f286,pro,средний,yes,65.7,19,Session 6. 2026-02-22 06-10,Project 28.zip,28,2026-02-22 06:11:55.138117,,2026-02-22 06:11:55.138117,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: ded766e0-4807-43ef-9fcf-9528ee892824 группы действий id: d794e28d-f316-4bf9-a438-bc6d77d07f97 Результат: false,Служебная автоматизация,,Прочие действия,yes
ec3962f4-2d79-4d8c-8de6-795f6ac7f286,pro,средний,yes,65.7,19,Session 4. 2026-02-20 06-42,Project 22.zip,22,2026-02-20 07:13:53.661413,,2026-02-20 07:13:53.661413,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: ded766e0-4807-43ef-9fcf-9528ee892824 группы действий id: d794e28d-f316-4bf9-a438-bc6d77d07f97 Результат: false,Служебная автоматизация,,Прочие действия,yes
ec3962f4-2d79-4d8c-8de6-795f6ac7f286,pro,средний,yes,65.7,19,Session 3. 2026-02-19 06-56,Project 18.zip,18,2026-02-19 08:58:10.905431,,2026-02-19 08:58:10.905431,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: ded766e0-4807-43ef-9fcf-9528ee892824 группы действий id: d794e28d-f316-4bf9-a438-bc6d77d07f97 Результат: false,Служебная автоматизация,,Прочие действия,yes
ec3962f4-2d79-4d8c-8de6-795f6ac7f286,pro,средний,yes,65.7,19,Session 3. 2026-02-19 06-56,Project 17.zip,17,2026-02-19 08:51:53.837508,,2026-02-19 08:51:53.837508,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: ded766e0-4807-43ef-9fcf-9528ee892824 группы действий id: d794e28d-f316-4bf9-a438-bc6d77d07f97 Результат: false,Лидогенерация/арбитраж,"mapi.vs.market.yandex.net, mobileproxy.passport.yandex.net, yandex.ru","Формы/клики/DOM, HTTP/API запросы, Таблицы/Google Sheets, Парсинг/валидация, Логика/ретраи",yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 5. 2026-02-22 07-02,Project 16.zip,16,2026-02-22 07:02:00,,2026-02-22 06:57:53.172499,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Регистрация/аккаунты,clashofcoins.com,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 4. 2026-02-21 08-30,Project 10.zip,10,2026-02-21 08:30:00,,2026-02-21 08:28:08.176045,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Регистрация/аккаунты,clashofcoins.com,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 3. 2026-02-21 07-51,Project 9.zip,9,2026-02-21 08:19:17.174889,,2026-02-21 08:19:17.174889,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Служебная автоматизация,,Прочие действия,yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 3. 2026-02-21 07-51,Project 8.zip,8,2026-02-21 08:17:51.740233,,2026-02-21 08:15:51.620683,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Служебная автоматизация,,Прочие действия,yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 3. 2026-02-21 07-51,Project 7.zip,7,2026-02-21 08:08:58.915089,,2026-02-21 08:08:58.915089,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Служебная автоматизация,,Прочие действия,yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 3. 2026-02-21 07-51,Project 6.zip,6,2026-02-21 08:06:37.251382,,2026-02-21 08:06:37.251382,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Служебная автоматизация,,Прочие действия,yes
065c259f-89b1-4a61-8d9c-a445f329d855,lite,новичок,yes,65.0,15,Session 3. 2026-02-21 07-51,Project 5.zip,5,2026-02-21 07:55:02.610825,,2026-02-21 07:55:02.610825,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: f425f691-e006-4921-8ddb-aa4966d19c26 группы действий id: f839733f-81ad-4be5-9f43-eaf9614fd539 Результат: false,Служебная автоматизация,,Прочие действия,yes
4d6a72a2-ddfd-4a3e-be7a-9244254e98df,pro,продвинутый,yes,63.7,12,Session 1. 2026-02-19 10-56,Project 4.zip,4,2026-02-19 12:24:14.032267,,2026-02-19 12:24:14.032267,Подпроект humanEmulation. Выполнение действия Emulation id: <id> группы действий id: <id> подпроект path: C:\soft\ZennoPoster\Accounts\human,"Подпроект humanEmulation. Выполнение действия Emulation id: 28446ac0-4715-422c-a3d3-a20fe8ffc271 группы действий id: 2144d3a7-ea93-4fa5-9b40-2ce61cfa58ed подпроект path: C:\soft\ZennoPoster\Accounts\humanEmulation.zp Выполнение прервано | System.Exception: Выполнение прервано
   в UserActivityEmulation.ActivityEmulation.ThrowIfInterrupted()
   в UserActivityEmulation.ActivityEmulation.EmulateActivity()
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.Em",Регистрация/аккаунты,,Прочие действия,yes
399907c0-b3b9-4bc5-8c58-69ac505e7854,lite,новичок,yes,61.7,8,Session 2. 2026-02-22 09-28,Project 6.zip,6,2026-02-22 10:07:28.654009,,2026-02-22 10:01:54.298962,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: 0856ae0e-1a45-4a87-b7ae-fdd52e1b8c61 группы действий id: a8050909-4070-4c11-af06-05417c9edcb0 Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,ru.wikipedia.org,"Навигация по сайтам, Формы/клики/DOM",yes
eab8e7de-7771-44e6-8c04-c951015f30b7,pro,профессионал,yes,61.1,105,Session 13. 2026-02-20 12-06,Project 120.zip,120,2026-02-20 12:09:35.032498,2026-02-20 12:07:53.914038,2026-02-20 12:09:35.032498,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: 2f0a0499-130e-47d9-b435-58781d12deb7 группы действий id: 9fa73d4e-8b02-48a3-9a44-d6c01a7b49f9 Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,cp.beget.com,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",yes
eab8e7de-7771-44e6-8c04-c951015f30b7,pro,профессионал,yes,61.1,105,Session 1. 2026-02-17 08-55,Project 14.zip,14,2026-02-17 11:33:00.501219,,2026-02-17 11:33:00.501219,Выполнение действия WebBrowserTab id: <id> группы действий id: <id> Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращен,"Выполнение действия WebBrowserTab id: 0d97166d-de82-40af-ae82-3dd93e23f8b5 группы действий id: 123b717c-bec9-40e7-875d-fa9e6f78fe02 Ошибка обращения к Instance.ActiveTab | System.Exception: Ошибка обращения к Instance.ActiveTab
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ThrowingCommandCenter.ThrowingInstance.CheckErrorDetected(String param)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ThrowingCommandCenter.ThrowingInstance.get_ActiveTab()
   в ZennoLab.ZennoPoster.Core",Регистрация/аккаунты,"beget.com, cp.beget.com","Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",yes
e2aa46a9-cce3-4dbf-a1c1-05720c1a7ae0,pro,профессионал,yes,58.3,61,Session 1. 2026-02-21 11-11,Project 56.zip,56,2026-02-21 18:08:16.968124,,2026-02-21 18:08:16.968124,Подпроект readability_example. Выполнение действия CSharp OwnCode: Exc. id: <id> группы действий id: <id> подпроект path: C:\Users\Администр,"Подпроект readability_example. Выполнение действия CSharp OwnCode: Exc. id: c1422467-aa44-4c5c-8fa4-0c6e7977662c группы действий id: 8663efc4-1b90-41d8-90bc-4955e989fdfc подпроект path: C:\Users\Администратор\Documents\Zennoposter\Templates\SSD\gptCHAT\_needfix\readability\readability_example.zp [Строка: 1; Cтолбец: 0] Кончились ссылки | System.Exception: Кончились ссылки
   в ZennoLab.OwnCode.Cc1422467aa444c5c8fa40c6e7977662c.Mc1422467aa444c5c8fa40c6e7977662c(IZennoPosterProjectModel project, ",Служебная автоматизация,,Прочие действия,yes
e2aa46a9-cce3-4dbf-a1c1-05720c1a7ae0,pro,профессионал,yes,58.3,61,Session 1. 2026-02-21 11-11,Project 55.zip,55,2026-02-21 18:06:31.411642,,2026-02-21 18:06:31.411642,Подпроект readability. Выполнение действия CSharp OwnCode: check required vars. id: <id> группы действий id: <id> подпроект path: C:\Users\А,"Подпроект readability. Выполнение действия CSharp OwnCode: check required vars. id: a0147638-4722-41a9-b93b-03d1f94b3a73 группы действий id: 0ba2ebd3-f755-4379-ace6-3c4d20793a56 подпроект path: C:\Users\Администратор\Documents\Zennoposter\Templates\SSD\gptCHAT\_needfix\readability\readability.zp [Строка: 9; Cтолбец: 0] Variable empty: IN_url | System.Exception: Variable empty: IN_url
   в ZennoLab.OwnCode.Ca0147638472241a9b93b03d1f94b3a73.Ma0147638472241a9b93b03d1f94b3a73(IZennoPosterProjectMod",Служебная автоматизация,,Прочие действия,yes
e2aa46a9-cce3-4dbf-a1c1-05720c1a7ae0,pro,профессионал,yes,58.3,61,Session 1. 2026-02-21 11-11,Project 36.zip,36,2026-02-21 15:14:47.171027,2026-02-21 15:14:33.650166,2026-02-21 15:14:47.171027,Подпроект readability_example. Выполнение действия List id: <id> группы действий id: <id> подпроект path: C:\Users\Администратор\Documents\Z,Подпроект readability_example. Выполнение действия List id: d03e2f85-cfd8-42bd-98fa-f26a539f11a3 группы действий id: f9c2e576-8a44-4bed-a628-1f8fe9cefa55 подпроект path: C:\Users\Администратор\Documents\Zennoposter\Templates\SSD\gptCHAT\_needfix\readability\readability_example.zp Ошибка при обработке списка,Соцсети,vk.com,"Формы/клики/DOM, Логика/ретраи",yes
e2aa46a9-cce3-4dbf-a1c1-05720c1a7ae0,pro,профессионал,yes,58.3,61,Session 1. 2026-02-21 11-11,Project 20.zip,20,2026-02-21 13:56:53.263657,,2026-02-21 13:52:07.678821,Подпроект yandex_search_get_content. Выполнение действия HtmlElement id: <id> группы действий id: <id> подпроект path: C:\Users\Администрато,"Подпроект yandex_search_get_content. Выполнение действия HtmlElement id: c663beb0-d85d-41a0-b15a-a604b50e73b9 группы действий id: ff98e615-1f46-4b4b-aa70-b5abb91f71b5 подпроект path: C:\Users\Администратор\Documents\Zennoposter\Templates\SSD\gptCHAT\_needfix\yandex_search_get_content.zp Не найден HTML элемент, по условиям поиска",Лидогенерация/арбитраж,yandex.ru,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Логика/ретраи",yes
e2aa46a9-cce3-4dbf-a1c1-05720c1a7ae0,pro,профессионал,yes,58.3,61,Session 1. 2026-02-21 11-11,Project 8.zip,8,2026-02-21 12:43:05.440255,2026-02-21 12:42:38.340921,2026-02-21 12:43:05.440255,Argument error,"Выполнение действия Profile id: 8ee9dc83-4d78-49bf-9652-6b686337e64c группы действий id: 725d4549-0386-464e-8c37-4e5fb4ab1261 Требуется задать действительную информацию для разбора данной строки. | System.ArgumentException: Требуется задать действительную информацию для разбора данной строки.
   в System.Enum.EnumResult.SetFailure(ParseFailureKind failure, String failureMessageID, Object failureMessageFormatArgument)
   в System.Enum.TryParseEnum(Type enumType, String value, Boolean ignoreCase",Лидогенерация/арбитраж,"chat.openai.com, yandex.ru","Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
bfe46ed6-79df-48de-85e5-471d7ae966e2,lite,средний,yes,57.6,11,Session 1. 2026-02-22 13-18,Project 9.zip,9,2026-02-22 14:11:19.702722,2026-02-22 14:09:11.730731,2026-02-22 14:09:15.146094,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку TW в инстансе. Инстанс <n>:<n>.0.0.1 | System,"Выполнение действия WebBrowserTabManagement id: b55a8269-d3c1-42d4-980f-77462d1e3b68 группы действий id: 87216273-0688-4be7-a1a7-f3799eec9f9b Не нашли вкладку TW в инстансе. Инстанс 50606:127.0.0.1 | System.Exception: Не нашли вкладку TW в инстансе. Инстанс 50606:127.0.0.1
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.GetTab(String tabSelector, String tabParam)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.We",Регистрация/аккаунты,,Прочие действия,yes
